state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,amount_basis,county,project_description,round_id,round_name,round_awards,round_amount,initiative,initiative_fund_use,source_archive_path
OK,45,Arbuckle Memorial Hospital,48657.9,HOSPITAL_OR_SYSTEM,Yes,"Murray County. Arbuckle Memorial Hospital will invest in three ventilators with integrated BiPAP (bilevel positive airway pressure) capability to expand respiratory care capacity. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a hospital.,HIGH,,MICROGRANTS,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,award amount as published per county by OSDH,Murray,Arbuckle Memorial Hospital will invest in three ventilators with integrated BiPAP (bilevel positive airway pressure) capability to expand respiratory care capacity.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,46,Stigler HWC,29739.85,FQHC_OR_RHC,No,"Muskogee County. Stigler HWC will invest in various clinic equipment to deliver high-quality care to its patient population. As a Federally Qualified Health Center (FQHC), Stigler HWC places a strong emphasis on supporting individuals and families whose incomes are at or below 200% of the federal poverty level, as well as those who are un/underinsured. Equipment includes a vaccine refrigerator, AEDs, urinalysis analyzer systems, handheld coagulation analyzer base units and PT/INR analyzers, portable 12-lead ECG/EKG analyzers, vital signs monitors, spot-check pulse oximeters, clinic webcams, tabletop autoclave sterilization units, and handheld vision screening devices. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,"OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Curated override: OSDH's own award text calls it ""a Federally Qualified Health Center (FQHC)"".",HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Muskogee,"Stigler HWC will invest in various clinic equipment to deliver high-quality care to its patient population. As a Federally Qualified Health Center (FQHC), Stigler HWC places a strong emphasis on supporting individuals and families whose incomes are at or below 200% of the federal poverty level, as well as those who are un/underinsured. Equipment includes a vaccine refrigerator, AEDs, urinalysis analyzer systems, handheld coagulation analyzer base units and PT/INR analyzers, portable 12-lead ECG/EKG analyzers, vital signs monitors, spot-check pulse oximeters, clinic webcams, tabletop autoclave sterilization units, and handheld vision screening devices.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,47,City of Ponca City - Ponca City Fire Department/Ambulance Service,78052,EMS_OR_PSAP,No,"Noble County. City of Ponca City - Ponca City Fire Department/Ambulance Service will invest in transforming their service from a transport-focused model into a mobile healthcare delivery system capable of providing advanced life-saving interventions in the field. Reserve units will be equipped to manage high acuity patients through investment in ventilators, chest compression systems, and more. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states an EMS entity.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Noble,"City of Ponca City - Ponca City Fire Department/Ambulance Service will invest in transforming their service from a transport-focused model into a mobile healthcare delivery system capable of providing advanced life-saving interventions in the field. Reserve units will be equipped to manage high acuity patients through investment in ventilators, chest compression systems, and more.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,48,Stigler HWC,35027.02,FQHC_OR_RHC,No,"Okfuskee County. Stigler HWC will invest in various clinic equipment to deliver high-quality care to its patient population. As a Federally Qualified Heath Cetner (FQHC), Stigler HWC places a strong emphasis on supporting individuals and families whose incomes are at or below 200% of the federal poverty level, as well as those who are un/underinsured. Equipment includes a vaccine refrigerator, AEDs, urinalysis analyzer systems, handheld coagulation analyzer base units and PT/INR analyzers, portable 12-lead ECG/EKG analyzers, vital signs monitors, spot-check pulse oximeters, clinic webcams, tabletop autoclave sterilization units, and handheld vision screening devices. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,"OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Curated override: OSDH's own award text calls it ""a Federally Qualified Health Center (FQHC)"".",HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Okfuskee,"Stigler HWC will invest in various clinic equipment to deliver high-quality care to its patient population. As a Federally Qualified Heath Cetner (FQHC), Stigler HWC places a strong emphasis on supporting individuals and families whose incomes are at or below 200% of the federal poverty level, as well as those who are un/underinsured. Equipment includes a vaccine refrigerator, AEDs, urinalysis analyzer systems, handheld coagulation analyzer base units and PT/INR analyzers, portable 12-lead ECG/EKG analyzers, vital signs monitors, spot-check pulse oximeters, clinic webcams, tabletop autoclave sterilization units, and handheld vision screening devices.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,49,Works Wonderfully Foundation,50000,NONPROFIT_CBO,No,"Okmulgee County. Works Wonderfully Foundation will invest in clinical diagnostic equipment, as well as therapeutic equipment that can serve a dual purpose of wellness enablers for community use outside of clinical practice. The investment is part of Project GO!, which seeks to improve health and wellness outcomes among pediatric patients with disabilities. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Okmulgee,"Works Wonderfully Foundation will invest in clinical diagnostic equipment, as well as therapeutic equipment that can serve a dual purpose of wellness enablers for community use outside of clinical practice. The investment is part of Project GO!, which seeks to improve health and wellness outcomes among pediatric patients with disabilities.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,50,Avem Health Partners,49852,NONPROFIT_CBO,No,"Osage County. Avem Health Partners will invest in the purchase and installation of outdoor exercise equipment at Ben Parker Memorial Trail Park. This includes multiple pieces of durable, weather-resistant fitness equipment designed to support strength, cardiovascular health, and flexibility for users of varying ages and ability levels, as well as installation and site preparation. By enhancing an existing and well-utilized park, the project creates a functional outdoor fitness space that allows individuals and families to incorporate exercise into their daily routines. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Osage,"Avem Health Partners will invest in the purchase and installation of outdoor exercise equipment at Ben Parker Memorial Trail Park. This includes multiple pieces of durable, weather-resistant fitness equipment designed to support strength, cardiovascular health, and flexibility for users of varying ages and ability levels, as well as installation and site preparation. By enhancing an existing and well-utilized park, the project creates a functional outdoor fitness space that allows individuals and families to incorporate exercise into their daily routines.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,51,Baptist Healthcare,36594,NONPROFIT_CBO,No,"Ottawa County. Baptist Healthcare will invest in one additional ultrasound machine[ER11.1][CP11.2] for the clinic. The new system will expand capacity for imaging and improve the overall quality and timeliness of care. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Ottawa,Baptist Healthcare will invest in one additional ultrasound machine[ER11.1][CP11.2] for the clinic. The new system will expand capacity for imaging and improve the overall quality and timeliness of care.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,52,LifeNet EMS,94820,EMS_OR_PSAP,No,"Payne County. LifeNet EMS will invest in simulation mannequins that are portable, fully integrated systems operated through a single control unit, allowing for efficient deployment in both classroom and field-based training environments. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states an EMS entity.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Payne,"LifeNet EMS will invest in simulation mannequins that are portable, fully integrated systems operated through a single control unit, allowing for efficient deployment in both classroom and field-based training environments.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,53,"Long Term Care Specialists, Inc.",49948.05,NONPROFIT_CBO,No,"Pittsburg County. Long Term Care Specialists, Inc. will invest in an ultrasound system to support real-time, image-guided vascular access, which allows trained personnel to more accurately and efficiently place peripherally inserted central catheters (PICCs), central venous catheters, IV lines, and other vascular access devices. Each unit is portable and designed for use in facility-based care settings, allowing it to be deployed across multiple branch locations within the county. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Pittsburg,"Long Term Care Specialists, Inc. will invest in an ultrasound system to support real-time, image-guided vascular access, which allows trained personnel to more accurately and efficiently place peripherally inserted central catheters (PICCs), central venous catheters, IV lines, and other vascular access devices. Each unit is portable and designed for use in facility-based care settings, allowing it to be deployed across multiple branch locations within the county.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,54,The Clinic at Central Oklahoma Family Medical,50000,NONPROFIT_CBO,No,"Pontotoc County. The Clinic at Central Oklahoma Family Medical will invest in a one-exam-room mobile medical clinic to directly address barriers to patient transportation. The Clinic will station the unit across its rural service area to expand access to medical care and encourage uptake of initial and follow-up medical appointments to address and decrease chronic conditions. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Pontotoc,The Clinic at Central Oklahoma Family Medical will invest in a one-exam-room mobile medical clinic to directly address barriers to patient transportation. The Clinic will station the unit across its rural service area to expand access to medical care and encourage uptake of initial and follow-up medical appointments to address and decrease chronic conditions.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,55,SSM Health St. Anthony Shawnee,48300,NONPROFIT_CBO,No,"Pottawatomie County. SSM Health St. Anthony Shawnee will invest in equipment for telestroke services to address a life-altering and potentially fatal gap in care. The equipment will help to sustain high-volume, around-the-clock consultation at scale. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Pottawatomie,"SSM Health St. Anthony Shawnee will invest in equipment for telestroke services to address a life-altering and potentially fatal gap in care. The equipment will help to sustain high-volume, around-the-clock consultation at scale.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,56,Clayton Public Schools,48280,SCHOOL_OR_DISTRICT,No,"Pushmataha County. Clayton Public Schools will invest in telemedicine carts and personal telehealth solutions for five locations in the communities of Clayton, Albion, Tuskahoma, and Nashoba. These locations will provide access points for rural residents to make use of health care and mental health care services. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a public school district.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Pushmataha,"Clayton Public Schools will invest in telemedicine carts and personal telehealth solutions for five locations in the communities of Clayton, Albion, Tuskahoma, and Nashoba. These locations will provide access points for rural residents to make use of health care and mental health care services.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,57,Southwestern Oklahoma State University (SWOSU),99944.02,UNIVERSITY_OR_AHC,No,"Roger Mills County. Southwestern Oklahoma State University (SWOSU) Rural Health Center will invest in essential medical equipment, safety supplies, and health-related resources to address a critical gap in access to preventive health education, early intervention services, and essential health supplies in rural western Oklahoma. This investment includes education, school, and baby kits, as well as hospital and pharmacy kits, and a Wellness Mobile Unit to serve the rural population. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states a university or college.,HIGH,,MICROGRANTS,Budget Period 1,IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,,award amount as published per county by OSDH,Roger Mills,"Southwestern Oklahoma State University (SWOSU) Rural Health Center will invest in essential medical equipment, safety supplies, and health-related resources to address a critical gap in access to preventive health education, early intervention services, and essential health supplies in rural western Oklahoma. This investment includes education, school, and baby kits, as well as hospital and pharmacy kits, and a Wellness Mobile Unit to serve the rural population.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,58,Oolagah-Talala EMS,43364.89,EMS_OR_PSAP,No,"Rogers County. Oolagah-Talala EMS will invest in a new cardiac monitor/defibrillator. This is a piece of core clinical equipment for paramedic-level EMS services and will bolster their clinical capacity to manage critically ill patients during transport. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient name rule: name states an EMS entity.,HIGH,,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Rogers,Oolagah-Talala EMS will invest in a new cardiac monitor/defibrillator. This is a piece of core clinical equipment for paramedic-level EMS services and will bolster their clinical capacity to manage critically ill patients during transport.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,59,The Clinic at Central Oklahoma Family Medical,50000,NONPROFIT_CBO,No,"Seminole County. The Clinic at Central Oklahoma Family Medical will invest in a one-exam-room mobile medical clinic to directly address barriers to patient transportation. The Clinic will station the unit across its rural service area to expand access to medical care and encourage uptake of initial and follow-up medical appointments to address and decrease chronic conditions. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Seminole,The Clinic at Central Oklahoma Family Medical will invest in a one-exam-room mobile medical clinic to directly address barriers to patient transportation. The Clinic will station the unit across its rural service area to expand access to medical care and encourage uptake of initial and follow-up medical appointments to address and decrease chronic conditions.,MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,60,Pafford Medical Services,97645.01,NONPROFIT_CBO,No,"Sequoyah County. Pafford Medical Services will invest in three categories of advanced prehospital clinical equipment for ambulances. This equipment includes a mechanical chest compression system to deliver automated, consistent chest compressions, an IV pump, and a kit to display a real-time glottis image on an integrated screen. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Sequoyah,"Pafford Medical Services will invest in three categories of advanced prehospital clinical equipment for ambulances. This equipment includes a mechanical chest compression system to deliver automated, consistent chest compressions, an IV pump, and a kit to display a real-time glottis image on an integrated screen.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
OK,61,"Sooner Mobile X-Ray, Inc.",71722.26,NONPROFIT_CBO,No,"Stephens County. Sooner Mobile X-Ray, Inc. will invest in one mobile unit to help fill a critical need for mobile services, spanning both digital connectivity and healthcare access. Community-Led Wellness Hubs: Microgrants -- applicants were eligible for awards of up to $100,000 per county (a $50,000 base budget and a $50,000 supplemental request). OSDH's Q2 Legislative Quarterly Report states it 'issued 68 awards through the competitive Microgrant application' and that contracts were in progress at 2026-06-30.",Yes,Yes,FY2026 (Year 1),"Oklahoma RHTP Funding Recipients -- Community-Led Wellness Hubs: Microgrants, List of Funding Recipients",https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html,NOTICE_OF_AWARD,DIRECT_TEXT,R/03t_ok_year1_awardees.R,,,,,OSDH publishes NO organisation-type column; the type is derived from the recipient's own name. Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED,MICROGRANTS,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,award amount as published per county by OSDH,Stephens,"Sooner Mobile X-Ray, Inc. will invest in one mobile unit to help fill a critical need for mobile services, spanning both digital connectivity and healthcare access.",MG,Community-Led Wellness Hubs: Microgrants,68,,Moving Upstream,Community-Led Wellness Hub: Microgrants,data/evidence/OK/2026-08-31_ok_rhtp_funding_recipients.html
