state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,initiative,project,amount_low,amount_high,pool_amount,n_recipients,beds,counties_served,regions_served,entity_type_raw,budget_year2,flow_type,hospital_attribution,hospital_benefiting,intermediary_name,hospital_affiliation_signal,date_announced,classification_rule,determination_basis
OR,141,City of Seaside (Seaside Fire & Rescue) (DBA Seaside Fire & Rescue),600000,EMS_OR_PSAP,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Emergency Medical Services (EMS), Local Government",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Clatsop,North West Coast,"Emergency Medical Services (EMS), Local Government",0,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Emergency Medical Services (EMS)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,142,Clastop Community Action,200000,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,051,413.40",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Social Service or Community-Based Organization,HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Clatsop, Multnomah","Central Valley, North West Coast",Social Service or Community-Based Organization,1051413.4,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Social Service or Community-Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,143,Columbia River Health,218113.19,FQHC_OR_RHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Gilliam, Morrow, Umatilla","North Central Gorge, North Eastern","Federally Qualified Health Center (FQHC), Nonprofit or Private Health Care Organization, Rural Health Clinic",0,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Qualified Health Center (FQHC)'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,144,Comagine Health,1726304.51,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,284,845.21",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Statewide,Statewide,Nonprofit or Private Health Care Organization,1284845.21,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,145,Conexión Fénix,201887.8,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 244,187.15",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Social Service or Community-Based Organization,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Benton, Lincoln, Linn, Tillamook","Central Valley, North West Coast",Social Service or Community-Based Organization,244187.15,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Social Service or Community-Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,146,Conexión Fénix,200000,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 227,586.63",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Social Service or Community-Based Organization,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,"Douglas, Lincoln, Linn, Polk, Tillamook","Central Valley, North West Coast, South Central",Social Service or Community-Based Organization,227586.63,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Social Service or Community-Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,147,Confederated Tribes of Grand Ronde,270000,TRIBAL_ORG,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 270,000.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Federally Recognized Tribe,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Clackamas, Lincoln, Linn, Marion, Multnomah, Polk, Tillamook, Washington, Yamhill","Central Valley, North West Coast",Federally Recognized Tribe,270000,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Federally Recognized Tribe'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,148,"Continuum Behavioral Health and Recovery Services (DBA OnTrack, Inc.)",1815018.38,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 307,579.61",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Josephine,South Central,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization",307579.61,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,149,"Cornerstone Whole Healthcare Organization, Inc. (DBA C-WHO)",365211.55,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 931,427.71",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,Malheur,South Eastern,Nonprofit or Private Health Care Organization,931427.71,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,150,"Cornerstone Whole Healthcare Organization, Inc. (DBA C-WHO)",208046.99,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 3. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 560,885.36",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 3,,,,,,Malheur,South Eastern,Nonprofit or Private Health Care Organization,560885.36,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,151,"Cornerstone Whole Healthcare Organization, Inc. (DBA C-WHO)",459957.73,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 313,155.32",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Nonprofit or Private Health Care Organization,MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,Malheur,South Eastern,Nonprofit or Private Health Care Organization,313155.32,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,152,Curry Health District (DBA Curry Health Network),600000,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Hospital or Hospital System, Local Government, Nonprofit or Private Health Care Organization, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Curry,South Coast,"Behavioral Health Clinic, Hospital or Hospital System, Local Government, Nonprofit or Private Health Care Organization, Rural Health Clinic",0,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,153,Douglas Education Service District (DBA Douglas ESD),200000,SCHOOL_OR_DISTRICT,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 437,936.83",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Education Service District,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Douglas,South Central,Education Service District,437936.83,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Education Service District'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,154,"Eastern Oregon Health and Wellness, Inc (DBA REACH Recovery)",286206.2,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,528,854.60",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Baker, Umatilla, Union, Wallowa",North Eastern,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization",1528854.6,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,155,Eastern Oregon University,613435.78,UNIVERSITY_OR_AHC,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 683,204.19",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,University,HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,"Baker, Crook, Gilliam, Grant, Harney, Hood River, Jefferson, Malheur, Morrow, Umatilla, Union, Wallowa, Wasco, Wheeler","Central, North Central Gorge, North Eastern, South Eastern",University,683204.19,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'University'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,156,"Equity Dental, LLC",1243160.25,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 200,000.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Dental Provider,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 2,,,,,,Klamath,South Central,Dental Provider,200000,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"The state's Organization Type field names only a service line (Dental Provider) and no organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,157,"Equity Dental, LLC",490375.5,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Dental Provider,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 1,,,,,,Klamath,South Central,Dental Provider,0,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,FALLBACK,"The state's Organization Type field names only a service line (Dental Provider) and no organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,158,Familias en Acción,297951.18,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 499,558.85",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Social Service or Community-Based Organization,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Clackamas, Clatsop, Columbia, Deschutes, Hood River, Marion, Morrow, Multnomah, Polk, Tillamook, Umatilla, Wasco, Washington, Yamhill","Central, Central Valley, North Central Gorge, North Eastern, North West Coast",Social Service or Community-Based Organization,499558.85,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Social Service or Community-Based Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,159,Family Building Blocks,223223.31,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 226,572.67",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Linn, Marion",Central Valley,"Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",226572.67,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,160,"Grande Ronde Hospital, Inc.",3208988,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Hospital or Hospital System, Nonprofit or Private Health Care Organization, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,"Baker, Union",North Eastern,"Behavioral Health Clinic, Hospital or Hospital System, Nonprofit or Private Health Care Organization, Rural Health Clinic",0,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,161,Grant County Education Service District,315000,SCHOOL_OR_DISTRICT,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 269,800.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,Education Service District,HIGH,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Grant,North Eastern,Education Service District,269800,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Education Service District'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,162,Harney County Health District (DBA Harney District Hospital),2409781.19,HOSPITAL_OR_SYSTEM,Yes,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 0.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Emergency Medical Services (EMS), Hospital or Hospital System, Rural Health Clinic",HIGH,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,Harney,South Eastern,"Emergency Medical Services (EMS), Hospital or Hospital System, Rural Health Clinic",0,DIRECT,NAMED_HOSPITAL,Yes,,FALSE,2026-07-07,STATE_ORG_TYPE,The state's own Organization Type field states 'Hospital or Hospital System'. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.
OR,163,InterMountain Education Service District (DBA Blue Mountain Early Learning Hub),249488.17,SCHOOL_OR_DISTRICT,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 600,511.83",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Education Service District, Other",HIGH,AMOUNT_PRELIMINARY,CATALYST,Regional Partnerships & System Transformation,Project 1,,,,,,"Baker, Morrow, Umatilla, Union, Wallowa",North Eastern,"Education Service District, Other",600511.83,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Education Service District'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,164,Klamath Child & Family Treatment Center (DBA Klamath Basin Behavioral Health),4790985.52,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 200,000.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Technology & Data Modernization,Project 1,,,,,,Klamath,South Central,"Behavioral Health Clinic, Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",200000,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,165,Klamath Falls City School District,620895.77,SCHOOL_OR_DISTRICT,No,"Catalyst Award (competitive RFGP), Project 2. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 1,176,447.28",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,School District,HIGH,AMOUNT_PRELIMINARY,CATALYST,Workforce Capacity & Resilience,Project 2,,,,,,Klamath,South Central,School District,1176447.28,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'School District'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,166,Klamath Falls City School District,2391651.95,SCHOOL_OR_DISTRICT,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 904,050.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,School District,HIGH,AMOUNT_PRELIMINARY,CATALYST,Regional Partnerships & System Transformation,Project 1,,,,,,Klamath,South Central,School District,904050,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'School District'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
OR,167,Konnect Dental Kare Services,1800000,NONPROFIT_CBO,No,"Catalyst Award (competitive RFGP), Project 1. Amount is Budget Year 1 (Approved); OHA finalises scopes after award negotiations. Year 2 expected: 2,500,000.00",Yes,No,FY2026 (Year 1),RHTP Catalyst Awards data file (RHTP-Awards-Data.xlsx),https://www.oregon.gov/oha/HPA/HP/Pages/rhtp-awards.aspx,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,"Dental Provider, Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",MEDIUM,AMOUNT_PRELIMINARY,CATALYST,Healthy Communities & Prevention,Project 1,,,,,,Klamath,South Central,"Dental Provider, Nonprofit or Private Health Care Organization, Social Service or Community-Based Organization",2500000,NON_HOSPITAL,NOT_HOSPITAL,No,,FALSE,2026-07-07,STATE_ORG_TYPE,"The state's own Organization Type field states 'Nonprofit or Private Health Care Organization'. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work."
