state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,flow_type,hospital_benefiting,determination_basis,source_archive_path,recipient_names_source_url,amount_basis,amount_precision,disbursement_status,classification_rule,activity_type_raw,initiative_raw,award_sequence,counties_served,project_description
AL,108,The University of Alabama at Birmingham,7000000,UNIVERSITY_OR_AHC,No,Rural Workforce Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Workforce Initiative,Rural Workforce Initiative,FIRST,"Baldwin, Barbour, Bibb, Blount, Calhoun, Cherokee, Chilton, Coffee, Cullman, Dallas, DeKalb, Elmore, Etowah, Fayette, Franklin, Hale, Jackson, Jefferson, Lauderdale, Lawrence, Lee, Limestone, Madison, Marengo, Marion, Marshall, Mobile, Montgomery, Shelby, St. Clair, Talladega, Tallapoosa, Tuscaloosa, Walker, Winston","The University of Alabama at Birmingham – The university received two grants from this initiative, including $7 million to strengthen Alabama’s rural primary care workforce by expanding the pipeline for recruiting, training and retaining physicians for rural practice to serve 35 counties (Baldwin, Barbour, Bibb, Blount, Calhoun, Cherokee, Chilton, Coffee, Cullman, Dallas, DeKalb, Elmore, Etowah, Fayette, Franklin, Hale, Jackson, Jefferson, Lauderdale, Lawrence, Lee, Limestone, Madison, Marengo, Marion, Marshall, Mobile, Montgomery, Shelby, St. Clair, Talladega, Tallapoosa, Tuscaloosa, Walker, Winston)."
AL,109,The University of Alabama at Birmingham,887616,UNIVERSITY_OR_AHC,No,Rural Workforce Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Workforce Initiative,Rural Workforce Initiative,SECOND,"Jefferson, Mobile, Sumter, Tuscaloosa, Wilcox","A second grant totaling $887,616 will establish a youth workforce development program to introduce high school students to careers in emergency medical services, emergency preparedness and public health response in five counties (Jefferson, Mobile, Sumter, Tuscaloosa, Wilcox)."
AL,110,The University of Alabama in Huntsville,1470000,UNIVERSITY_OR_AHC,No,Rural Workforce Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Workforce Initiative,Rural Workforce Initiative,FIRST,"Cullman, DeKalb, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Marshall, Morgan","The University of Alabama in Huntsville – $1.47 million to establish the Rural Alabama Nursing Scholars Program to strengthen the nursing workforce in nine north Alabama counties (Cullman, DeKalb, Franklin, Jackson, Lauderdale, Lawrence, Limestone, Marshall, Morgan)."
AL,111,The University of South Alabama,1250000,UNIVERSITY_OR_AHC,No,Rural Workforce Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Workforce Initiative,Rural Workforce Initiative,FIRST,"Butler, Choctaw, Clarke, Conecuh, Covington, Crenshaw, Dallas, Escambia, Greene, Hale, Lowndes, Marengo, Monroe, Perry, Sumter, Washington, Wilcox","The University of South Alabama – $1.25 million to strengthen the rural healthcare workforce by expanding physician residency training in rural settings and developing training and support for community health workers, telehealth implementation and healthcare revenue-cycle staff in 17 counties (Butler, Choctaw, Clarke, Conecuh, Covington, Crenshaw, Dallas, Escambia, Greene, Hale, Lowndes, Marengo, Monroe, Perry, Sumter, Washington, Wilcox)."
AL,112,AltaPointe Health Systems,2210000,NONPROFIT_CBO,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Curated override: community mental health provider; it operates psychiatric hospitals, but the release does not state which entity received the grant -- confirm before coding as a hospital. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,OVERRIDE,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Clay, Talladega","AltaPointe Health Systems – $2.21 million to establish two integrated primary and behavioral health care access points in Ashland and Sylacauga to improve access to coordinated care for rural residents (Clay, Talladega)."
AL,113,Anderson Family Care,177961,PHYSICIAN_PRACTICE,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Recipient name rule: name states a clinical practice. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Greene, Hale, Marengo, Perry, Sumter","Anderson Family Care – $177,961 to establish weekend clinic hours in Demopolis to give rural patients access to non-emergency care within their existing medical practice instead of relying on emergency departments or urgent care (Greene, Hale, Marengo, Perry, Sumter)."
AL,114,Cahaba Medical Care Foundation,69159,FQHC_OR_RHC,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: federally qualified health center; one of its own awards establishes a further FQHC site. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Bibb, Chilton, Marengo, Perry, Wilcox","Cahaba Medical Care Foundation – The foundation has received two grants under this initiative, including one for $69,159 to replace Cahaba Medical Care’s current telehealth platform with a more user-friendly system to improve reliable access to virtual primary care and behavioral health services for rural patients (Bibb, Chilton, Marengo, Perry, Wilcox)."
AL,115,Cahaba Medical Care Foundation,280579,FQHC_OR_RHC,No,Rural Health Practice Initiative | second grant to this recipient under this initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: federally qualified health center; one of its own awards establishes a further FQHC site. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. This is the second of two grants to this recipient under this initiative; the release carries it in a continuation paragraph that names no recipient of its own.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Rural Health Practice Initiative,Rural Health Practice Initiative,SECOND,Dallas,"A second grant for $280,579 will allow the Foundation to establish a new Federally Qualified Health Center service site in Selma by completing targeted renovations and purchasing equipment for existing medical office space (Dallas)."
AL,116,Capstone Health,250000,NONPROFIT_CBO,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,LOW,RECIPIENT_TYPE_INFERRED,NON_HOSPITAL,No,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,FALLBACK,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,Walker,"Capstone Health – $250,000 to expand access to primary care by implementing routine weekend clinic operations at an existing health center in Jasper, giving rural residents more opportunities to receive care outside traditional weekday hours (Walker)."
AL,117,City of Jackson Healthcare Authority DBA Jackson Medical Center,158215,HOSPITAL_OR_SYSTEM,Yes,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Clarke, Washington","City of Jackson Healthcare Authority DBA Jackson Medical Center – $158,215 to modernize aging clinical and office equipment at Family Medical of Jackson to maintain reliable access to primary care in rural communities (Clarke, Washington)."
AL,118,Neil Rasmussen MD PC,243000,PHYSICIAN_PRACTICE,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: professional corporation suffix. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,Henry,"Neil Rasmussen MD PC – $243,000 for Headland Family Medicine to expand primary and preventive care capacity in rural Henry County by recruiting and onboarding a full-time primary care physician and adding women’s health services, including annual screenings and family planning (Henry)."
AL,119,East Alabama Health Care Authority,731055,HOSPITAL_OR_SYSTEM,Yes,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,DIRECT,Yes,"Recipient name rule: Alabama hospital authority. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,Bullock,"East Alabama Health Care Authority – $731,055 for an integrated school-based and mobile healthcare initiative to expand access to primary, preventative, behavioral health and chronic disease services for students, workers and underserved residents in Bullock County in partnership with Auburn University College of Nursing (Bullock)."
AL,120,Franklin Primary Health Center,881190,FQHC_OR_RHC,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,,NON_HOSPITAL,No,"Curated override: federally qualified health center. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,OVERRIDE,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Baldwin, Choctaw, Conecuh, Escambia, Monroe","Franklin Primary Health Center – $881,190 to expand clinic-based behavioral health services across the health center’s rural primary care network to improve access to counseling, care coordination and follow-up support closer to home (Baldwin, Choctaw, Conecuh, Escambia, Monroe)."
AL,121,City of York Health Care Authority DBA Hill Hospital of Sumter County,677120,HOSPITAL_OR_SYSTEM,Yes,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,DIRECT,Yes,"Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Sumter, Tuscaloosa","City of York Health Care Authority DBA Hill Hospital of Sumter County – $677,120 to establish the Sumter County Pediatric Clinic on the Hill Hospital campus to expand access to pediatric primary care for children and adolescents in a rural area without a practicing pediatrician (Sumter, Tuscaloosa)."
AL,122,Regional Air Medical Services,13765,EMS_OR_PSAP,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,"Jefferson, Marion, Shelby, St. Clair, Walker, Winston","Regional Air Medical Services – $13,765 to purchase clinical simulation and training equipment to strengthen the skills of flight paramedics and flight nurses who provide emergency care and air transport in rural Alabama (Jefferson, Marion, Shelby, St. Clair, Walker, Winston)."
AL,123,Troy University,60000,UNIVERSITY_OR_AHC,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,Pike,"Troy University – $60,000 for the School of Nursing to establish TROY COMPASS, a peer mentorship and rural workforce development program that will support nursing students throughout Bachelor of Science in Nursing program and strengthen the pipeline of nurses prepared to serve rural communities (Pike)."
AL,124,The University of Alabama at Birmingham,974084,UNIVERSITY_OR_AHC,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,HIGH,,NON_HOSPITAL,No,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,EXACT_AS_PUBLISHED,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,Dallas,"The University of Alabama at Birmingham – $974,084 for Selma Family Medicine to modernize its technology and care coordination systems to strengthen rural primary care and prepare the clinic for expanded specialty access through telehealth (Dallas)."
AL,125,Weiss Family Care,1060000,PHYSICIAN_PRACTICE,No,Rural Health Practice Initiative,Yes,Yes,FY2026 (Year 1),Governor Ivey Announces First Grants in Major New Rural Healthcare Program Totaling More than $144 Million,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,GOVERNOR_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,,MEDIUM,AMOUNT_ROUNDED_IN_SOURCE,NON_HOSPITAL,No,"Recipient name rule: name states a clinical practice. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not state that hospitals receive or use the funded activity. Source: Governor Ivey's 2026-08-24 release, which states the awarding of 138 grants and names this recipient, amount, initiative and counties. The release publishes this amount rounded to millions; it is recorded as published and is not exact to the dollar.",data/evidence/AL/2026-08-24_governor_ivey_first_arhtp_grants.html,https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,PER_AWARD_ACTION,ROUNDED_TO_MILLIONS,AWARDED,PATTERN,Rural Health Practice Initiative,Rural Health Practice Initiative,FIRST,Cherokee,"Weiss Family Care – $1.06 million to expand clinic and telehealth capacity in rural Leesburg to improve access to primary care, urgent care and sexual health services closer to home (Cherokee)."
