queue_row,state,recipient_name,match_name,queue_code,queue_source,direction,dollars_at_stake,award_rows,classifier_assigned,current_coding,verified_type,verified_by,verified_date,basis,basis_type
123,AR,Methodist Le Bonheur Community Outreach,Methodist Le Bonheur Community Outreach,AR_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,340725,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Community outreach arm of Methodist Le Bonheur Healthcare (Memphis-based nonprofit hospital system). Classified with the parent system; if the outreach entity is a separate nonprofit, NONPROFIT_CBO with hospital_affiliated flag is the alternative. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",GENERAL_KNOWLEDGE
124,NE,Boone County Health Center,Boone County Health Center,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,340000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Boone County Health Center (Albion), critical access hospital; already coded a hospital elsewhere in the NE file. This award is 4.4a chronic disease navigation. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf",GENERAL_KNOWLEDGE
125,NE,Memorial Health Care System,Memorial Health Care System,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,339999.92,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Memorial Health Care System (Seward), critical access hospital. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf",GENERAL_KNOWLEDGE
126,AL,TTC LLC DBA BHG Cullman Treatment Center,TTC LLC DBA BHG Cullman Treatment Center,AL_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,339580,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"TTC LLC dba BHG Cullman Treatment Center, an opioid treatment program owned by for-profit Behavioral Health Group. Not one of the nine categories. https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/",GENERAL_KNOWLEDGE
127,NE,Methodist Fremont Health,Methodist Fremont Health,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,334176.13,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Methodist Fremont Health, hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf",GENERAL_KNOWLEDGE
128,OR,Seniors at Home LLC,Seniors at Home LLC,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,333927.5,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Home care LLC; OHA's own organization type is Other. Not one of the nine categories. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx,STATE_SOURCE
129,MI,United Way of Greater Central Michigan,United Way of Greater Central Michigan,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,333333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,United Way chapter (nonprofit). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
130,MI,United Way of the West Shore,United Way of the West Shore,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,333333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,United Way chapter (nonprofit). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
131,OR,Virginia Garcia Memorial Health Center,Virginia Garcia Memorial Health Center,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,328031,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Virginia Garcia Memorial Health Center, an FQHC; award launches a family medicine residency in Yamhill County. [Org type from general knowledge; URL is the award source.] https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
132,OR,Oasis,Oasis,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,320281,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Oasis Center of the Rogue Valley, Nurture Oregon site serving pregnant people with substance use disorders (same organization as row 219). https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
133,NE,Encounter Telehealth,Encounter Telehealth,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,317711.3,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,VENDOR_OR_CONTRACTOR,"Claude, run by IN",46286,Telehealth services company; award is 4.4a chronic disease navigation and education. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,GENERAL_KNOWLEDGE
134,MI,Northern Lower Regional Center (MidMichigan Health Services),Northern Lower Regional Center (MidMichigan Health Services),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,315000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"The named lead, MidMichigan Health Services (Houghton Lake), is an HRSA-funded FQHC (MidMichigan Community Health Services). ""Northern Lower Regional Center"" is the regional role it plays in this award. https://nachc.org/wp-content/uploads/2025/01/MI01.pdf",ORG_WEBSITE
135,NE,Gothenburg Health,Gothenburg Health,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,309749.28000000003,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Gothenburg Health, critical access hospital; already coded a hospital elsewhere in the NE file. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf",GENERAL_KNOWLEDGE
136,NE,Panhandle Public Health District,Panhandle Public Health District,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,308856.08,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Panhandle Public Health District, multi-county local health department. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf",GENERAL_KNOWLEDGE
137,MI,Bay-Saginaw County Partnership,Bay-Saginaw County Partnership,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,300000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Could not identify an organization by this name. Likely a Bay/Saginaw county collaborative (both counties run SDOH hub pilots through their health department and United Way), but the lead entity is not confirmed. https://www.michigan.gov/mdhhs/inside-mdhhs/legislationpolicy/2022-2024-social-determinants-of-health-strategy/michigan-hubs/sdoh-hub-pilots---c3",GENERAL_KNOWLEDGE
138,AK,Bristol Bay Native Association,Bristol Bay Native Association,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,292246.28000000003,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Bristol Bay Native Association, regional tribal nonprofit consortium; already typed NONPROFIT_CBO elsewhere in the AK file. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx",GENERAL_KNOWLEDGE
139,OR,Outback Strong LLC,Outback Strong LLC,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,291000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,For-profit LLC; OHA's own organization type is Behavioral Health Clinic. Private behavioral health practice. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx,STATE_SOURCE
140,OR,Comagine,Comagine,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,288104,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Comagine Health, national nonprofit health consulting/quality improvement organization; here it provides training and TA to Nurture Oregon sites. Matches your coding of Comagine in row 59. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
141,OK,Great Salt Plains Health Center,Great Salt Plains Health Center,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,282772,4,NONPROFIT_CBO / LOW,IN_KIND_BENEFIT / distributed_to_hospital = No | NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Federally Qualified Health Center; listed as a member health center in the Oklahoma Primary Care Association directory. OSDH microgrants fund X-ray, vaccine storage, and residency space. https://okpca.org/wp-content/uploads/2023/07/2022_OKPCA_Membership_Directory.pdf",ORG_WEBSITE
142,NE,RxConnect Caring Wire -North Platte,RxConnect Caring Wire -North Platte,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,279582.73,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Health tech company,GENERAL_KNOWLEDGE
143,NE,RxConnect CaringWire - Madison,RxConnect CaringWire - Madison,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,279582.73,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Health tech company,GENERAL_KNOWLEDGE
144,NE,Saline Medical Specialties,Saline Medical Specialties,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,279545.5,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,Physician specialty clinic in Saline County (Crete area); ownership (independent vs. hospital-owned) not confirmed. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,GENERAL_KNOWLEDGE
145,AR,Subiaco Abbey,Subiaco Abbey,AR_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,268500,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Subiaco Abbey, Benedictine monastery and academy in Logan County (religious nonprofit). What the award funds is not published. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",GENERAL_KNOWLEDGE
146,NE,ELVPHD - Elkhorn Logan Valley Public Health District,ELVPHD - Elkhorn Logan Valley Public Health District,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,256696.55,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,LOCAL_GOVT_OR_PUBLIC_HEALTH,"Claude, run by IN",46286,"Elkhorn Logan Valley Public Health District, multi-county local health department. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf",GENERAL_KNOWLEDGE
147,OR,Oregon Infant Mental Health Association,Oregon Infant Mental Health Association,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,255447,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Professional association; award funds an infant/early childhood mental health fellowship for rural providers. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx,GENERAL_KNOWLEDGE
148,OR,PRIME+ Training and Support for Peer Support Specialists,PRIME+ Training and Support for Peer Support Specialists,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,254334,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Program run by Comagine Health (OHA: Comagine will coordinate peer support learning collaboratives and TA). https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx,GENERAL_KNOWLEDGE
149,MI,Michigan Association of Local Public Health (MALPH),Michigan Association of Local Public Health (MALPH),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,250000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Michigan Association for Local Public Health, the membership association of the state's local health departments. An association, not itself a health department. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
150,MI,Michigan Community Health Worker Alliance (MiCHWA),Michigan Community Health Worker Alliance (MiCHWA),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,250000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Statewide community health worker alliance (coalition/association). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
151,MI,Mid-Michigan Community Action Agency,Mid-Michigan Community Action Agency,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,247629,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Community action agency serving mid-Michigan counties. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
152,NE,Pediatric Dental Specialists of Greater Nebraska,Pediatric Dental Specialists of Greater Nebraska,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,238083.71,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Private pediatric dental specialty practice. Not one of the nine categories. [Org type from general knowledge; URL is the award source.] https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4a.pdf,GENERAL_KNOWLEDGE
153,OR,"Mercy Flights, & additional partners TBD","Mercy Flights, & additional partners TBD",OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,235581,1,NONPROFIT_CBO / LOW,PASS_THROUGH_UNRESOLVED / distributed_to_hospital = Unclear,EMS_OR_PSAP,"Claude, run by IN",46286,"Mercy Flights, Inc., nonprofit ground/air ambulance (Medford); award pilots EMS buprenorphine after overdose reversal. Other partners are unnamed. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
154,AK,Medical Park Family Care,Medical Park Family Care,AK_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,225436.6,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,Family medicine practice; Alaska's own project organization type is Family medicine or primary care. https://health.alaska.gov/media/tcvker5a/ak_rhtp_awardsnotice_2026.xlsx,STATE_SOURCE
155,AL,HARTT Inc. DBA HARTT Counseling and Wellness,HARTT Inc. DBA HARTT Counseling and Wellness,AL_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,222347,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"HARTT Inc. (Jasper), nonprofit counseling and wellness center serving youth, families and foster children; award expands school-based services. https://www.mountaineagle.com/news/hartt-wellness-center-continues-to-grow/article_ed005eb1-52d5-53a3-9228-43d98a23925f.html",ORG_WEBSITE
156,OR,Oregon Northwest Workforce Investment Board (DBA Northwest Oregon Works),Oregon Northwest Workforce Investment Board (DBA Northwest Oregon Works),OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,222308.14,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Regional workforce investment board (dba Northwest Oregon Works); OHA's own organization type is Other. Workforce board, not a health organization. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",STATE_SOURCE
157,NE,Midtown Health Center,Midtown Health Center,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,221239.63,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Midtown Health Center (Norfolk), an FQHC. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf",GENERAL_KNOWLEDGE
158,OR,Klamath Basin Behavioral Health,Klamath Basin Behavioral Health,OR_RECIPIENT_FORM_NOT_STATED,DERIVED_FROM_STATE_FILE,UP,208472,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Klamath Child & Family Treatment Center dba Klamath Basin Behavioral Health, the county's community mental health program. https://www.oregon.gov/oha/hpa/hp/pages/rhtp-awards.aspx",GENERAL_KNOWLEDGE
159,MI,Voices for Children,Voices for Children,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,208335,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Child advocacy center (nonprofit). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
160,MI,Child Abuse and Neglect (CAN) Council Rolling Family Resource Center,Child Abuse and Neglect (CAN) Council Rolling Family Resource Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,208333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Child Abuse and Neglect Council's mobile family resource center (nonprofit child abuse prevention agency). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
161,MI,Child and Family Charities,Child and Family Charities,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,208333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Nonprofit child and family services agency (Lansing area). [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
162,MI,Northeast Michigan Family Resource Center,Northeast Michigan Family Resource Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,208333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Family resource center serving northeast Michigan. Operator not confirmed. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
163,MI,Tuscola Family Enrichment Center,Tuscola Family Enrichment Center,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,208333,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,Family resource/enrichment center in Tuscola County. Operator not confirmed; could be run by a school district or intermediate school district. [Org type from general knowledge; URL is the award source.],GENERAL_KNOWLEDGE
164,NE,Genoa Health Center,Genoa Health Center,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,200000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Genoa Health Center; the name matches Genoa Medical Facilities (critical access hospital, Genoa NE). Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf), so it is a hospital or an FQHC. Confirm if it could be a separate clinic. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf",GENERAL_KNOWLEDGE
165,NE,Lutheran Family Services,Lutheran Family Services,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,200000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"Lutheran Family Services of Nebraska, nonprofit behavioral health and social services agency; Initiative 3.3 workforce award. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-3.3.pdf",GENERAL_KNOWLEDGE
166,NE,Syracuse Area Health,Syracuse Area Health,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,200000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"Syracuse Area Health (Syracuse NE), critical access hospital. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf",GENERAL_KNOWLEDGE
167,NE,Waterfield Health LLC,Waterfield Health LLC,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,200000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,PHYSICIAN_PRACTICE,"Claude, run by IN",46286,"Waterfield Health LLC, a Kearney APRN-owned clinical practice (psychiatric care, chronic pain, memory care). Clinician-owned practice; APRN rather than physician. https://www.tebra.com/care/practice/waterfield-health-llc-446914",ORG_WEBSITE
168,NE,United Way of Western Nebraska,United Way of Western Nebraska,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,199999.99,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,United Way chapter; Initiative 3.3 workforce award. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-3.3.pdf,GENERAL_KNOWLEDGE
169,NE,The Well,The Well,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,199999.42,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,Certified Community Behavioral Health Center,GENERAL_KNOWLEDGE
170,NE,Heartland Health Center,Heartland Health Center,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,199950,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Heartland Health Center (Grand Island), an FQHC. Initiative 4.4b (remote patient monitoring) was open only to Critical Access Hospitals, Rural Emergency Hospitals, Regional Rural Hospitals and FQHCs (RFA: https://dhhs.ne.gov/Grants%20and%20Contract%20Opportunity%20Docs/RHTP%20Initiative%204.4b%20RFA.pdf). https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-4.4b.pdf",GENERAL_KNOWLEDGE
171,KS,InterHab (CIDDH Curriculum),InterHab (CIDDH Curriculum),KS_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,196650,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"InterHab, the Kansas association of community developmental disability service providers; award funds a CIDDH training curriculum. [Org type from general knowledge; URL is the award source.] https://www.kdhe.ks.gov/m/NewsFlash/Home/Detail/1957",GENERAL_KNOWLEDGE
172,OK,Pafford Medical Services,Pafford Medical Services,OK_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,194154.86,3,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,EMS_OR_PSAP,"Claude, run by IN",46286,"Ambulance/EMS provider; OSDH microgrants in Haskell, Latimer and Sequoyah counties buy prehospital equipment for its ambulances. https://oklahoma.gov/health/rhtp/rhtp-funding-recipients.html",GENERAL_KNOWLEDGE
173,MI,Upper Peninsula Regional Center (Upper Great Lakes Family Health),Upper Peninsula Regional Center (Upper Great Lakes Family Health),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,185000,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,FQHC_OR_RHC,"Claude, run by IN",46286,"Upper Great Lakes Family Health Center, an FQHC; ""Upper Peninsula Regional Center"" is the regional role it plays in this award (see row 188). [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
174,MI,MyMichigan Health (EMS - Chronic Disease),MyMichigan Health (EMS - Chronic Disease),MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,182197,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,HOSPITAL_OR_SYSTEM,"Claude, run by IN",46286,"MyMichigan Health (formerly MidMichigan Health), nonprofit hospital system; this award is for its EMS/chronic disease work. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
175,KS,Grace Team,Grace Team,KS_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,173355,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,OTHER,"Claude, run by IN",46286,"Grace Team (Topeka), a senior living management and development company. Long-term care operator, not one of the nine categories. https://www.kansascommerce.gov/wp-content/uploads/2025/11/Grace-Team-Project-Summary-SHAWNEE.pdf.pdf",ORG_WEBSITE
176,NE,York County Health Coalition,York County Health Coalition,NE_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,172635.16,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,County health coalition (York County); Initiative 3.3 workforce award. https://dhhs.ne.gov/Documents/RHTP-Public-Notice-of-Award-3.3.pdf,GENERAL_KNOWLEDGE
177,MI,Region 1B Area Agency on Aging (AAA) - AgeWays Nonprofit Senior Services,Region 1B Area Agency on Aging (AAA) - AgeWays Nonprofit Senior Services,MI_RECIPIENT_FORM_NOT_STATED,COMMITTED_QUEUE,UP,166667,1,NONPROFIT_CBO / LOW,NON_HOSPITAL / distributed_to_hospital = No,NONPROFIT_CBO,"Claude, run by IN",46286,"AgeWays Nonprofit Senior Services, the Region 1-B Area Agency on Aging. [Org type from general knowledge; URL is the award source.]",GENERAL_KNOWLEDGE
