state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,initiative,activity,awardee_legal_as_published,dba_as_published,facility_state,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,basis_type,round_amount,announcement_date,source_archive_path,page_row
VT,44,Mary Hitchcock Memorial Hospital,3933283.8,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Mary Hitchcock Memorial Hospital*,,NH,"TYPED (session 54): CMS Hospital Enrollment: MARY HITCHCOCK MEMORIAL HOSPITAL, CCN 300003, LEBANON NH. OUT-OF-STATE FACILITY, counted under Vermont by owner decision (session 54): the page stars it, '*RHT funding is specific to services and activities benefiting Vermont patients'. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: MARY HITCHCOCK MEMORIAL HOSPITAL, CCN 300003, LEBANON NH. OUT-OF-STATE FACILITY, counted under Vermont by owner decision (session 54): the page stars it, '*RHT funding is specific to services and activities benefiting Vermont patients'.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,44
VT,45,Community Health Centers of the Rutland Region,134358.14,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Community Health Centers of the Rutland Region,,VT,TYPED (session 54): CMS FQHC Enrollment: COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION INC. Classifier said FQHC_OR_RHC/MEDIUM.,MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,45
VT,46,Northeastern Vermont Regional Hospital,1278318.88,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Northeastern Vermont Regional Hospital,,VT,"TYPED (session 54): CMS Hospital Enrollment: NORTHEASTERN VERMONT REGIONAL HOSPITAL INC dba NVRH, CCN 471303 (CAH). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: NORTHEASTERN VERMONT REGIONAL HOSPITAL INC dba NVRH, CCN 471303 (CAH).) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,46
VT,47,Richford Health Center Inc DBA Northern Tier Center for Health (NOTCH),133688.91,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Richford Health Center Inc,Northern Tier Center for Health (NOTCH),VT,"TYPED (session 54): CMS FQHC Enrollment: THE RICHFORD HEALTH CENTER, INC. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,47
VT,48,Brattleboro Memorial Hospital,371775,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Brattleboro Memorial Hospital,,VT,"TYPED (session 54): CMS Hospital Enrollment: BRATTLEBORO MEMORIAL HOSPITAL, CCN 470011. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: BRATTLEBORO MEMORIAL HOSPITAL, CCN 470011.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,48
VT,49,46 NICHOLS STREET OPCO LLC DBA Rutland Center for Living and Rehabilitation,63760,OTHER,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,46 NICHOLS STREET OPCO LLC,Rutland Center for Living and Rehabilitation,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: 46 NICHOLS STREET OPCO LLC dba RUTLAND CENTER FOR LIVING AND REHABILITATION, CCN 475039. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: 46 NICHOLS STREET OPCO LLC dba RUTLAND CENTER FOR LIVING AND REHABILITATION, CCN 475039.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,49
VT,50,105 Chester Rd Opco LLC DBA Springfield Center for Living and Rehabilitation,63760,OTHER,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,105 Chester Rd Opco LLC,Springfield Center for Living and Rehabilitation,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: 105 CHESTER ROAD OPCO LLC, CCN 475025B (the page abbreviates 'Road'). Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: 105 CHESTER ROAD OPCO LLC, CCN 475025B (the page abbreviates 'Road').","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,50
VT,51,1248 Hospital Drive Opco LLC DBA St. Johnsbury Center for Living and Rehabilitation,63760,OTHER,No,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,1248 Hospital Drive Opco LLC,St. Johnsbury Center for Living and Rehabilitation,VT,"TYPED (session 54): NURSING FACILITY. CMS SNF Enrollment: 1248 HOSPITAL DRIVE OPCO LLC dba ST JOHNSBURY CENTER FOR LIVING AND REHABILITATION, CCN 475019B. 'Hospital' is the STREET in the LLC's name; §8's name rule returns HOSPITAL_OR_SYSTEM at HIGH and is wrong. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: NURSING FACILITY. CMS SNF Enrollment: 1248 HOSPITAL DRIVE OPCO LLC dba ST JOHNSBURY CENTER FOR LIVING AND REHABILITATION, CCN 475019B. 'Hospital' is the STREET in the LLC's name; §8's name rule returns HOSPITAL_OR_SYSTEM at HIGH and is wrong.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,51
VT,52,Rutland Regional Medical Center,59550,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,Rutland Regional Medical Center,,VT,"TYPED (session 54): CMS Hospital Enrollment: RUTLAND HOSPITAL, INC. dba RUTLAND REGIONAL MEDICAL CENTER, CCN 470005. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: RUTLAND HOSPITAL, INC. dba RUTLAND REGIONAL MEDICAL CENTER, CCN 470005.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,52
VT,53,THE UNIVERSITY OF VERMONT HEALTH NETWORK INC.,2208396.48,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grant funds to providers to adopt telehealth technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grant funds to providers to adopt telehealth technology,THE UNIVERSITY OF VERMONT HEALTH NETWORK INC.,,VT,"TYPED (session 54): GENERAL KNOWLEDGE, NOT A FEDERAL RECORD: the parent health system of UVM Medical Center (CMS-certified 470003) and Central Vermont Medical Center (CMS-certified 470001); it is not itself an enrolled provider, so no CCN is recorded for it. The shared classifier's UNIVERSITY_OR_AHC reads the word 'University' and is wrong about this body. Priced at LOW so a reader can subtract it. Classifier said UNIVERSITY_OR_AHC/HIGH.",LOW,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (GENERAL KNOWLEDGE, NOT A FEDERAL RECORD: the parent health system of UVM Medical Center (CMS-certified 470003) and Central Vermont Medical Center (CMS-certified 470001); it is not itself an enrolled provider, so no CCN is recorded for it. The shared classifier's UNIVERSITY_OR_AHC reads the word 'University' and is wrong about this body. Priced at LOW so a reader can subtract it.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,53
VT,54,North Country Hospital and Health Center,172500,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,North Country Hospital and Health Center,,VT,"TYPED (session 54): CMS Hospital Enrollment: NORTH COUNTRY HOSPITAL & HEALTH CENTER INC, CCN 471304 (CAH). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: NORTH COUNTRY HOSPITAL & HEALTH CENTER INC, CCN 471304 (CAH).) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,54
VT,55,Northern Counties Health Care Inc.,107870,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Northern Counties Health Care Inc.,,VT,TYPED (session 54): CMS FQHC Enrollment: NORTHERN COUNTIES HEALTH CARE INC. Classifier said NONPROFIT_CBO/LOW.,MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,55
VT,56,Grace Cottage Hospital,169528.4,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Grace Cottage Hospital,,VT,"TYPED (session 54): CMS Hospital Enrollment: CARLOS G OTIS HEALTH CARE CENTER INC dba GRACE COTTAGE HOSPITAL, CCN 47Z300 / 471300 (CAH). Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: CARLOS G OTIS HEALTH CARE CENTER INC dba GRACE COTTAGE HOSPITAL, CCN 47Z300 / 471300 (CAH).) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,56
VT,57,"Mountain Community Health DBA Five Town Health Alliance, INC",27144,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Mountain Community Health,"Five Town Health Alliance, INC",VT,"TYPED (session 54): The page's own DBA is 'Five Town Health Alliance, INC' (CMS FQHC 471846); the bridge is the page's pairing plus a reading -- LOW. Classifier said NONPROFIT_CBO/LOW.",LOW,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,57
VT,58,Community Health Centers of the Rutland Region,326193.94,FQHC_OR_RHC,No,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Community Health Centers of the Rutland Region,,VT,TYPED (session 54): CMS FQHC Enrollment: COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION INC. Classifier said FQHC_OR_RHC/MEDIUM.,MEDIUM,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,58
VT,59,Rutland Regional Medical Center DBA Rutland Hospital Inc.,75204,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Rutland Regional Medical Center,Rutland Hospital Inc.,VT,"TYPED (session 54): CMS Hospital Enrollment: RUTLAND HOSPITAL, INC. dba RUTLAND REGIONAL MEDICAL CENTER, CCN 470005. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: RUTLAND HOSPITAL, INC. dba RUTLAND REGIONAL MEDICAL CENTER, CCN 470005.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,59
VT,60,Brattleboro Memorial Hospital,356439.05,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Brattleboro Memorial Hospital,,VT,"TYPED (session 54): CMS Hospital Enrollment: BRATTLEBORO MEMORIAL HOSPITAL, CCN 470011. Classifier said HOSPITAL_OR_SYSTEM/HIGH.",HIGH,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: BRATTLEBORO MEMORIAL HOSPITAL, CCN 470011.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,60
VT,61,Brattleboro Retreat,228550.93,HOSPITAL_OR_SYSTEM,Yes,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Brattleboro Retreat,,VT,"TYPED (session 54): CMS Hospital Enrollment: BRATTLEBORO RETREAT, CCN 474001, PSYCHIATRIC subgroup. A psychiatric hospital -- the SC benchmark's 'psychiatric excluded' reading would subtract it. Classifier said NONPROFIT_CBO/LOW.",MEDIUM,,Shared Services,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,,"§10.2 DIRECT: the recipient is a hospital (CMS Hospital Enrollment: BRATTLEBORO RETREAT, CCN 474001, PSYCHIATRIC subgroup. A psychiatric hospital -- the SC benchmark's 'psychiatric excluded' reading would subtract it.) and AHS lists the agreement as EXECUTED. §0.3a judges the recipient, not the activity.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",ORG_WEBSITE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,61
VT,62,Clara Martin Center,263387.76,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,Clara Martin Center,,VT,"TYPED (session 54): COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (Orange County), by general knowledge. Classifier said NONPROFIT_CBO/LOW.",LOW,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (Orange County), by general knowledge.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,62
VT,63,"Counseling Service of Addison County, Inc.",104655.75,OTHER,No,"Executed agreement, Shared Services: Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology. Vermont's list is 'partial and ongoing'.",Yes,Yes,FY2026 (Year 1),"RHT Year 1 Awards and Contracts -- Updated as of September 18, 2026",https://healthcarereform.vermont.gov/rht-year-1-executed-agreements-and-contracts,NOTICE_OF_AWARD,DIRECT_TEXT,R/03at_vt_year1_awardees.R,,,,,Shared Services,Grants to providers to adopt Artificial Intelligence (AI) transcription/scribe technology,"Counseling Service of Addison County, Inc.",,VT,"TYPED (session 54): COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (Addison County), by general knowledge. Classifier said NONPROFIT_CBO/LOW.",LOW,,Shared Services,Budget Period 1,NON_HOSPITAL,No,NOT_HOSPITAL,,"§10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work. Determined form: COMMUNITY MENTAL HEALTH DESIGNATED AGENCY (Addison County), by general knowledge.","EXACT, as printed on AHS's list; the 112 rows sum to the table's own total ($87,175,011.33) to the cent.",GENERAL_KNOWLEDGE,,2026-09-18,data/evidence/recheck/2026-09-23/VT/vt_year1_awards.html,63
