state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,counties,award_pool,awardee_as_published,recipient_type_source,determination_confidence,flag_reason,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,round_amount,announcement_date,source_archive_path,basis_type,verified_by,verified_basis
NY,41,Pivital Public Health Partnership,1000000,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Ontario Seneca Wayne Yates. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Ontario Seneca Wayne Yates,Rural Community Health Integration (RCHI),Pivital Public Health Partnership,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Pivital Public Health Partnership,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,42,Putnam Hospital,1251694,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Putnam Ulster. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330273,NA,NA,NA,Putnam Ulster,Rural Community Health Integration (RCHI),Putnam Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,LOW,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: BRIDGE: CMS 'PUTNAM HOSPITAL CENTER', Carmel (Putnam, an award county). TRAP REFUSED: HUDSON VALLEY REGIONAL COMMUNITY HEALTH CENTERS -PUTNAM is an FQHC and is not the string [GENERAL_KNOWLEDGE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,GENERAL_KNOWLEDGE,session 52 (hand-read against CMS enrolment),"BRIDGE: CMS 'PUTNAM HOSPITAL CENTER', Carmel (Putnam, an award county). TRAP REFUSED: HUDSON VALLEY REGIONAL COMMUNITY HEALTH CENTERS -PUTNAM is an FQHC and is not the string"
NY,43,Refuah Health Center,3500000,FQHC_OR_RHC,Unclear,"RCHI lead applicant; counties: Sullivan. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331050,NA,NA,NA,Sullivan,Rural Community Health Integration (RCHI),Refuah Health Center,machine: NONPROFIT_CBO/LOW,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Refuah Health Center,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: CMS FQHC ORGANIZATION NAME; sites include South Fallsburg (Sullivan) [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),CMS FQHC ORGANIZATION NAME; sites include South Fallsburg (Sullivan)
NY,44,Rome Memorial Hospital,599622,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Oneida. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330215,NA,NA,NA,Oneida,Rural Community Health Integration (RCHI),Rome Memorial Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Rome [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Rome"
NY,45,Soldiers and Sailors Memorial Hospital,1178100,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Yates. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331314,NA,NA,NA,Yates,Rural Community Health Integration (RCHI),Soldiers and Sailors Memorial Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME 'SOLDIERS & SAILORS MEMORIAL HOSPITAL', Penn Yan [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME 'SOLDIERS & SAILORS MEMORIAL HOSPITAL', Penn Yan"
NY,46,Southern Tier Health Care System,500000,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Cattaraugus. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Cattaraugus,Rural Community Health Integration (RCHI),Southern Tier Health Care System,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Southern Tier Health Care System,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,47,St. James Hospital,1178100,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Steuben. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330151,NA,NA,NA,Steuben,Rural Community Health Integration (RCHI),St. James Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME 'ST JAMES HOSPITAL', Hornell [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME 'ST JAMES HOSPITAL', Hornell"
NY,48,St. Mary's Healthcare,500000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Fulton Montgomery. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330047,NA,NA,NA,Fulton Montgomery,Rural Community Health Integration (RCHI),St. Mary's Healthcare,machine: NONPROFIT_CBO/LOW,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Amsterdam [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Amsterdam"
NY,49,Sun River Health,1608386,FQHC_OR_RHC,Unclear,"RCHI lead applicant; counties: Dutchess. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,331000,NA,NA,NA,Dutchess,Rural Community Health Integration (RCHI),Sun River Health,machine: NONPROFIT_CBO/LOW,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Sun River Health,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: CMS FQHC ORGANIZATION NAME 'SUN RIVER HEALTH INC.' [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),CMS FQHC ORGANIZATION NAME 'SUN RIVER HEALTH INC.'
NY,50,The Chautauqua Center,1000000,FQHC_OR_RHC,Unclear,"RCHI lead applicant; counties: Chautauqua. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,571147,NA,NA,NA,Chautauqua,Rural Community Health Integration (RCHI),The Chautauqua Center,machine: NONPROFIT_CBO/LOW,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,The Chautauqua Center,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: CMS FQHC ORGANIZATION NAME, Dunkirk [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS FQHC ORGANIZATION NAME, Dunkirk"
NY,51,The Family Counseling Center of Fulton County,629786.4,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Fulton. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Fulton,Rural Community Health Integration (RCHI),The Family Counseling Center of Fulton County,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,The Family Counseling Center of Fulton County,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,52,Trustees of the Masonic Hall & Asylum Fund,500000,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Oneida Herkimer. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Oneida Herkimer,Rural Community Health Integration (RCHI),Trustees of the Masonic Hall & Asylum Fund,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Trustees of the Masonic Hall & Asylum Fund,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,53,United Memorial Medical Center,2470000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Genesee. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330073,NA,NA,NA,Genesee,Rural Community Health Integration (RCHI),United Memorial Medical Center,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Batavia [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Batavia"
NY,54,Upstate Caring Partners,1477664,NONPROFIT_CBO,Unclear,"RCHI lead applicant; counties: Oneida. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Oneida,Rural Community Health Integration (RCHI),Upstate Caring Partners,machine: NONPROFIT_CBO/LOW,LOW,ELIGIBILITY_NOT_RECEIPT;RECIPIENT_TYPE_INFERRED,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Upstate Caring Partners,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,NA,session 52 (hand-read against CMS enrolment),REFUSED: no CMS enrolment file carries the string and no bridge is available without guessing (§2).
NY,55,Western New York Rural Area Health Education Center,1500000,AHEC,Unclear,"RCHI lead applicant; counties: Wyoming Orleans Genesee. The lead is NOT a hospital. RCHI required a hospital partner, and the roster names only the lead, so a hospital's presence is a fact about the APPLICATION and not about where a dollar went (§7, the third eligible class).",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,NA,NA,NA,NA,Wyoming Orleans Genesee,Rural Community Health Integration (RCHI),Western New York Rural Area Health Education Center,machine: AHEC/HIGH,MEDIUM,ELIGIBILITY_NOT_RECEIPT,Budget Period 1,PASS_THROUGH_UNRESOLVED,Unclear,NOT_HOSPITAL,Western New York Rural Area Health Education Center,"§7 third eligible class: the lead is not a hospital and the roster names no partner hospital, so PASS_THROUGH_UNRESOLVED / Unclear -- a required partner is not a recipient. Form: The roster's own string names an Area Health Education Center [STATE_SOURCE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,STATE_SOURCE,session 52 (hand-read against CMS enrolment),The roster's own string names an Area Health Education Center
NY,56,Westfield Memorial Hospital,1250000,HOSPITAL_OR_SYSTEM,Yes,"RCHI lead applicant; counties: Chautauqua. The LEAD IS THE HOSPITAL, so §10.2's ordinary DIRECT row applies and the partnership rule adds nothing.",Yes,Yes,FY2026 (Year 1),Rural Community Health Integration Awardees List,https://www.health.ny.gov/facilities/transforming_rural_healthcare/awardees.htm,NOTICE_OF_AWARD,DIRECT_TEXT,R/03ag_ny_year1_probe.R,330801,NA,NA,NA,Chautauqua,Rural Community Health Integration (RCHI),Westfield Memorial Hospital,machine: HOSPITAL_OR_SYSTEM/HIGH,MEDIUM,NA,Budget Period 1,DIRECT,Yes,NAMED_HOSPITAL,NA,"§10.2 DIRECT: the RCHI lead applicant is itself a hospital. Form: CMS ORGANIZATION NAME, Westfield -- enrolled as a RURAL EMERGENCY HOSPITAL [ORG_WEBSITE]",The roster's 'Total Dollar Award Amount' for this LEAD APPLICANT -- the lead's total across its awards (the Governor counts 90 awards to 56 organizations; DOH publishes no per-award or planning/ implementation split). Never divided (§6.2).,NA,2026-09-04,data/evidence/NY/2026-09-22_ny_rchi_awardees_list.html,ORG_WEBSITE,session 52 (hand-read against CMS enrolment),"CMS ORGANIZATION NAME, Westfield -- enrolled as a RURAL EMERGENCY HOSPITAL"
